,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
181,Weekly#101: Beginner Guide on Kaggle,155 visualizações,Publicado em 27 de fev. de 2020,Ciência e tecnologia,Weekly#101: Beginner Guide on Kaggle,"AICamp













Carregando...
    







        Cancelar inscrição de AICamp?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição3,42 mil 











Carregando...
    









Carregando...
    













        Processando...","155 visualizações







6

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/jPtPPQb0se8/maxresdefault.jpg,1280.0,720.0,"Weekly online tech talk series: Beginner Guide on Kaggle, by David Tang Details: https://learn.xnextcon.com/event/eventdetails/W20022709 Description: What is...",1280.0,720.0,,/channel/UCj09XsAWj-RF9kY4UvBJh_A
182,Download and Import Kaggle Datasets in Google Colaboratory,87 visualizações,Publicado em 15 de mar. de 2020,Educação,Download and Import Kaggle Datasets in Google Colaboratory,"Machine Learning Mindset













Carregando...
    







        Cancelar inscrição de Machine Learning Mindset?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","87 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jSL2j1rYiD0/maxresdefault.jpg,1280.0,720.0,"This tutorial aims to show you a very easy and straightforward approach to import a Kaggle dataset into Google Colaboratory environment. Here, you will learn...",1280.0,720.0,python,/channel/UCjUYW0C2StijrAPhYDcZcpQ
183,Kaggle实战 第01课：机器学习解决问题综述课,41 visualizações,Publicado em 23 de mai. de 2020,Pessoas e blogs,Kaggle实战 第01课：机器学习解决问题综述课,"BiteOfPython













Carregando...
    







        Cancelar inscrição de BiteOfPython?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,08 mil 











Carregando...
    









Carregando...
    













        Processando...","41 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jTZMJO2Ji54/maxresdefault.jpg,1280.0,720.0,下载资料课件 其他课程推荐 https://linktr.ee/biteofpython,1280.0,720.0,数据挖掘,/channel/UCg7wOvE1a9tV2qGgTPDJHpQ
184,Learn Data Science With Python | Fastest Way of Learning | Kaggle Learn,280 visualizações,Publicado em 22 de mar. de 2020,Educação,Learn Data Science With Python | Fastest Way of Learning | Kaggle Learn,"Infinity Level













Carregando...
    







        Cancelar inscrição de Infinity Level?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição122 











Carregando...
    









Carregando...
    













        Processando...","280 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jbVF4G_Bilg/maxresdefault.jpg,1280.0,720.0,In this video You will learn the Basics and advance techniques to learn Data Science with Python. Hope You all passionate to becoming a Data Scientist. This ...,1280.0,720.0,Improve yourself in Programming,/channel/UCVHLrJHLNZ9LJ9tQBX7nmXg
185,Getting Started With AWS Machine Learning Course Answers Of Coursera | Coursera Quiz Answers,1.113 visualizações,Publicado em 21 de mai. de 2020,Educação,"India



    Getting Started With AWS Machine Learning Course Answers Of Coursera | Coursera Quiz Answers","Let's Code













Carregando...
    







        Cancelar inscrição de Let's Code?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","1.113 visualizações







44

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



45


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/jcarsMT2wic/maxresdefault.jpg,1280.0,720.0,Getting Started With AWS Machine Learning Course Answers Of Coursera | Coursera Quiz Answers #Letscode #Coursera #AnswersOfCoursera #Answers #CourseraQuizAns...,1280.0,720.0,Getting Started With AWS Machine Learning,/channel/UCsKzBjewjNArOYZFzkPvc-Q
186,Machine Learning e Astronomia desvendando o universo!!! (Parte 1),189 visualizações,Publicado em 25 de mai. de 2020,Ciência e tecnologia,Machine Learning e Astronomia desvendando o universo!!! (Parte 1),"Universo Discreto













Carregando...
    







        Cancelar inscrição de Universo Discreto?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição6,09 mil 











Carregando...
    









Carregando...
    













        Processando...","189 visualizações







39

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



40


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/kk5_QAkoX94/maxresdefault.jpg,1280.0,720.0,Meu Twitter: http://twitter.com/1iversoDiscreto Blog do Canal: https://universodiscreto.com Grupo no Telegram pros inscritos do canal: https://t.me/joinchat/...,1280.0,720.0,programação,/channel/UCEn6kONg6EC_Ylh0RlInsMw
187,What Makes a Good Data Scientist?,108 visualizações,Publicado em 26 de mai. de 2020,Guias e Estilo,What Makes a Good Data Scientist?,"Data 360 YP













Carregando...
    







        Cancelar inscrição de Data 360 YP?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição3,6 mil 











Carregando...
    









Carregando...
    













        Processando...","108 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ktp3b90-bEY/maxresdefault.jpg,1280.0,720.0,We discuss the 3 things that make a Good Data Scientist; going beyond the technical and non-technical skills. We also provide practical examples to help you ...,1280.0,720.0,data scienti,/channel/UCqtValEjW3-Mar0sqiWO_Hw
188,COVID-19 Data Analysis and Prediction: Part-1: Data Loading from Kaggle,376 visualizações,Publicado em 4 de abr. de 2020,Ciência e tecnologia,COVID-19 Data Analysis and Prediction: Part-1: Data Loading from Kaggle,"TheClassofAI













Carregando...
    







        Cancelar inscrição de TheClassofAI?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição67 











Carregando...
    









Carregando...
    













        Processando...","376 visualizações







13

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ky1fKr61mLM/hqdefault.jpg,480.0,360.0,COVID-19 cases (novel corona virus infections) Data Analysis on Kaggle Data https://www.kaggle.com/c/covid19-global-forecasting-week-3/overview The code for ...,1280.0,720.0,coviddata,/channel/UCYlOdJBJQN4c7k25uzwSwJA
189,"Interview with Dmytro Mushkin | Computer Vision Research | Kaggle, ML & Education",239 visualizações,Estreou em 12 de abr. de 2020,Pessoas e blogs,"Interview with Dmytro Mushkin | Computer Vision Research | Kaggle, ML & Education","Sanyam Bhutani Chai Time Data Science













Carregando...
    







        Cancelar inscrição de Sanyam Bhutani Chai Time Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,62 mil 











Carregando...
    









Carregando...
    













        Processando...","239 visualizações







16

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



17


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lWwkbiufwNE/maxresdefault.jpg,1280.0,720.0,Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani In this ...,1280.0,720.0,,/channel/UCRjtBP-o5FbgRzX2BHQEFtQ
190,Deep Learning Workshop Day-6,11 visualizações,Publicado em 25 de mai. de 2020,Educação,"#DeepLearning #Workshop #IIT_Roorkee



    Deep Learning Workshop Day-6","Shankar Aggarwal













Carregando...
    







        Cancelar inscrição de Shankar Aggarwal?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição12,1 mil 











Carregando...
    









Carregando...
    













        Processando...","11 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lcqZ2m-DaTc/hqdefault.jpg,480.0,360.0,Online Workshop on Deep Learning: Day 6 #DeepLearning #Workshop #IIT_Roorkee Dataset & Links: https://medium.com/@RaghavPrabhu/understanding-of-convolutional...,1280.0,720.0,artificialintelligence,/channel/UCyw10-cozVii_UreSWW1HYw
191,Analyzing K-Pop Using Machine Learning | Part 1: Data Collection and Data Cleaning,162 visualizações,Publicado em 25 de mai. de 2020,Ciência e tecnologia,"#ImportData #Kpop #BTS



    Analyzing K-Pop Using Machine Learning | Part 1: Data Collection and Data Cleaning","Import Data













Carregando...
    







        Cancelar inscrição de Import Data?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição80 











Carregando...
    









Carregando...
    













        Processando...","162 visualizações







13

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lkhorCY5tFA/maxresdefault.jpg,1280.0,720.0,This is part 1 of the tutorial where I collect the K-Pop data and clean the dataset. Data cleaning is an important step as you want the cleanest data for EDA...,1280.0,720.0,AI,/channel/UCYDacpfRrCX6_8oDDlzTgFw
192,Kaggle Fraud Detection Competition Gold Winner,32 visualizações,Publicado em 5 de abr. de 2020,Ciência e tecnologia,Kaggle Fraud Detection Competition Gold Winner,"Kaggle Spotlights













Carregando...
    







        Cancelar inscrição de Kaggle Spotlights?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição23 











Carregando...
    









Carregando...
    













        Processando...","32 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lpviaFNcAu8/maxresdefault.jpg,1280.0,720.0,Kaggle Credit Card Fraud Detection Competition Winner Time-lapse This notebook on Kaggle is a partial solution of the gold medal winner for the credit card f...,1280.0,720.0,credit card fraud detection using machine learning github,/channel/UCqmd0kgmsmj435yWi5knbfg
193,Kaggle Competition Sample Solution,27 visualizações,Publicado em 23 de mar. de 2020,Pessoas e blogs,Kaggle Competition Sample Solution,"ITS UMGC













Carregando...
    







        Cancelar inscrição de ITS UMGC?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição113 











Carregando...
    









Carregando...
    













        Processando...","27 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/mB2Ytm4k8aE/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UC4yAdV5nZ2q0oyrr-0eSlxQ
194,Development of Deep Learning Architecture  -Hosted by IETE & Pantech,10.943 visualizações,Transmitido ao vivo em 24 de mai. de 2020,Educação,Development of Deep Learning Architecture  -Hosted by IETE & Pantech,"pantechsolutions













Carregando...
    







        Cancelar inscrição de pantechsolutions?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição24,6 mil 











Carregando...
    









Carregando...
    













        Processando...","10.943 visualizações







897

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



898


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/mSdTzg7uVmw/maxresdefault.jpg,1280.0,720.0,"@All Participants, Please fill the attendance form. Certification is based on the Attendance form only,so fill your Name and College Name Correctly. https://...",1280.0,720.0,activation function,/channel/UCzDbg392XuzwwWKdkpa41xg
195,100 days of Kaggle - Day 3,6 visualizações,Transmitido ao vivo em 10 de abr. de 2020,Pessoas e blogs,100 days of Kaggle - Day 3,"100-day Challenge













Carregando...
    







        Cancelar inscrição de 100-day Challenge?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2 











Carregando...
    









Carregando...
    













        Processando...","6 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/mbsipb35OFU/maxresdefault.jpg,1280.0,720.0,Today is Day 3 Updates/notes: 1. Explore 2nd public notebook 2. Build a pipeline on my own 3. Side track by covid-19 efforts by the hagglers…Maybe I should d...,,,,/channel/UCFflNyIvF2900HdMjqhDDtA
196,"Tìm hiểu về ngành Data, AI/Machine Learning cùng anh Cảnh Grab Singapore",5.034 visualizações,Publicado em 26 de mai. de 2020,Ciência e tecnologia,"Vietnam



    Tìm hiểu về ngành Data, AI/Machine Learning cùng anh Cảnh Grab Singapore","Phạm Huy Hoàng













Carregando...
    







        Cancelar inscrição de Phạm Huy Hoàng?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição110 mil 











Carregando...
    









Carregando...
    













        Processando...","5.034 visualizações







308

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



309


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/mdG8N-lgrFQ/maxresdefault.jpg,1280.0,720.0,"Hôm nay, mình có mời anh Cảnh Trần - Senior Data Engineer chia sẻ với các bạn về ngành Data/AI/ML nha. Anh Cảnh sẽ chia sẻ về lộ trình học, công việc và nhữn...",1280.0,720.0,data engineer là làm gì,/channel/UCdV9tn79v3ecSDpC1AjVKaw
197,FK MATLAB Deep Learning,39 visualizações,Estreou em 24 de mai. de 2020,Educação,"California



    FK MATLAB Deep Learning","FWD Skill Zone













Carregando...
    







        Cancelar inscrição de FWD Skill Zone?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,53 mil 











Carregando...
    









Carregando...
    













        Processando...","39 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/mwHVTlp3Y0U/maxresdefault.jpg,1280.0,720.0,MATLAB – Deep Learning Part1 Classify object categories with MATLAB deep learning and pre-trained convolutional neural network (CNN). What Is Deep Learning? ...,1280.0,720.0,Object detection,/channel/UCeC37WZwKcHZU2F2NDHJc-w
198,Data Science & Machine Learning with Python - Course Overview,200 visualizações,Estreou em 23 de mai. de 2020,Pessoas e blogs,Data Science & Machine Learning with Python - Course Overview,"Sankhyiki-Actuarial Science,IIT-JAM & Data Science













Carregando...
    







        Cancelar inscrição de Sankhyiki-Actuarial Science,IIT-JAM & Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5,37 mil 











Carregando...
    









Carregando...
    













        Processando...","200 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/nTkqAO2oOBU/maxresdefault.jpg,1280.0,720.0,This session will give an overview of the course designed by Sankhyiki for aspirants entering in Data Science and Machine Learning field. For training on Dat...,1280.0,720.0,,/channel/UCYHLLhac7VelvfkZydUs9Mw
199,Machine Learning Foundations: Ep #6 - Convolutional cats and dogs,7.833 visualizações,Publicado em 23 de mai. de 2020,Ciência e tecnologia,Machine Learning Foundations: Ep #6 - Convolutional cats and dogs,"Google Developers














Carregando...
    







        Cancelar inscrição de Google Developers?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,05 mi 











Carregando...
    









Carregando...
    













        Processando...","7.833 visualizações







194

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



195


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/nq7_ZYJPWf0/maxresdefault.jpg,1280.0,720.0,Machine Learning Foundations is a free training course where you’ll learn the fundamentals of building machine learned models using TensorFlow. In Episode 6 ...,1280.0,720.0,google update,/channel/UC_x5XG1OV2P6uZZ5FSM9Ttw
200,,,,,,,,https://i.ytimg.com/vi/nqMM6rngNCA/hqdefault.jpg,480.0,360.0,Create your first Kaggle Kernel using Titanic Dataset. PyCaret is an open source low-code machine learning library in Python that reduces time and effort spe...,1280.0,720.0,,
201,Machine Learning Algorithms Simplified | Data Science Galaxy,70 visualizações,Publicado em 21 de mai. de 2020,Educação,Machine Learning Algorithms Simplified | Data Science Galaxy,"Data Science Galaxy













Carregando...
    







        Cancelar inscrição de Data Science Galaxy?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","70 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/o1ilEZmveYQ/maxresdefault.jpg,1280.0,720.0,"In this video I discussed about the All Important Machine Learning Algorithms and Simplified for your Intuitive understanding. Also discussed, Supervised, Un...",1280.0,720.0,algorithms,/channel/UCjG3etyyDCW7vpzJ5szNOIQ
202,Machine Learning,7.289 visualizações,Transmitido ao vivo em 25 de mai. de 2020,Educação,Machine Learning,"IEI Electronics













Carregando...
    







        Cancelar inscrição de IEI Electronics?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição844 











Carregando...
    









Carregando...
    













        Processando...","7.289 visualizações







397

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



398


13

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14",https://i.ytimg.com/vi/oHBlX7nZ_eA/maxresdefault.jpg,1280.0,720.0,Use this link to mark your attendance https://forms.gle/JyHvHLCDSgw9ambG9,,,,/channel/UCPGrwR4__qvSkE2QgAvnW-w
203,Dmitry Danevskiy | Google Quest Q&A Labelling Comp: Winning Sol | Becoming Kaggle Grandmaster,301 visualizações,Estreou em 14 de mai. de 2020,Pessoas e blogs,Dmitry Danevskiy | Google Quest Q&A Labelling Comp: Winning Sol | Becoming Kaggle Grandmaster,"Sanyam Bhutani Chai Time Data Science













Carregando...
    







        Cancelar inscrição de Sanyam Bhutani Chai Time Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,62 mil 











Carregando...
    









Carregando...
    













        Processando...","301 visualizações







22

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



23


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/pQL892iT-dM/maxresdefault.jpg,1280.0,720.0,Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani In this ...,1280.0,720.0,,/channel/UCRjtBP-o5FbgRzX2BHQEFtQ
204,MLOps: Bridging the gap between Data Scientists and Ops. Tracking Machine Learning Models,6 visualizações,Publicado em 26 de mai. de 2020,Ciência e tecnologia,MLOps: Bridging the gap between Data Scientists and Ops. Tracking Machine Learning Models,"Knoldus Inc.













Carregando...
    







        Cancelar inscrição de Knoldus Inc.?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição869 











Carregando...
    









Carregando...
    













        Processando...","6 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/p__2WDEJWGE/maxresdefault.jpg,1280.0,720.0,Through this session we're going to introduce the MLOps lifecycle and discuss the hidden loopholes that can affect the MLProject. Then we are going to discus...,1280.0,720.0,MLFlow,/channel/UCP4g5qGeUSY7OokXfim1QCQ
205,Machine Learning Basics in 5 minutes,179 visualizações,Publicado em 23 de mai. de 2020,Ciência e tecnologia,Machine Learning Basics in 5 minutes,"AI washingmachine













Carregando...
    







        Cancelar inscrição de AI washingmachine?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição29 











Carregando...
    









Carregando...
    













        Processando...","179 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/pf8n6FSszs4/maxresdefault.jpg,1280.0,720.0,Learn the basics of machine learning in 5 minutes Hit us up with feedback or requests if you have any Watch our first video https://youtu.be/dqWUIJjFrmM . . ...,1280.0,720.0,#information,/channel/UCLI38xJS64oFl2__it1C76A
206,Session-3 Instructor Led Live Training-Machine Learning with Python| Learn Machine Learning for free,610 visualizações,Transmitido ao vivo em 23 de mai. de 2020,Educação,"#goeduhub #MachineLearning #PythonOnlineTraining



    Session-3 Instructor Led Live Training-Machine Learning with Python| Learn Machine Learning for free","Goeduhub Technologies













Carregando...
    







        Cancelar inscrição de Goeduhub Technologies?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,1 mil 











Carregando...
    









Carregando...
    













        Processando...","610 visualizações







39

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



40


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/pnjkOsflCTI/maxresdefault.jpg,1280.0,720.0,Online Instructor Led Live Training - Machine Learning with Python | Learn Machine Learning for free @ https://bit.ly/2ZtFs9H Reference Lectures for this ses...,1280.0,720.0,,/channel/UCcNK2inC6a59kBd_6EpVSjw
207,"Online International Webinar on Artificial Intelligence & Data Science by DYPCOE - Prabhat Ranjan,VC",24 visualizações,Publicado em 26 de mai. de 2020,Entretenimento,"Online International Webinar on Artificial Intelligence & Data Science by DYPCOE - Prabhat Ranjan,VC","D.Y. PATIL COLLEGE OF ENGINEERING, AKURDI, PUNE













Carregando...
    







        Cancelar inscrição de D.Y. PATIL COLLEGE OF ENGINEERING, AKURDI, PUNE?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,12 mil 











Carregando...
    









Carregando...
    













        Processando...","24 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/pqk8Tphyl_E/maxresdefault.jpg,1280.0,720.0,"Online International Webinar on Artificial Intelligence & Data Science by D.Y. Patil Collrge of Engineering, Akurdi, Pune - 44: Day 1 - Dr. Prabhat Ranjan, V...",1280.0,720.0,,/channel/UCl7EyZv0Rb3QKxgTjDQ3e-Q
208,Part 1 | Matplotlib M2M | Machine Learning | Intellify,3 visualizações,Publicado em 26 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Part 1 | Matplotlib M2M | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/puLQBYgrDqE/maxresdefault.jpg,1280.0,720.0,Are you intrigued about what is matplotlib? Do you find it interesting? Do you want to know more about it? Then this 7 minute video is just for you..! Watch ...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
209,@Laura_E_Edell Part 2 #Analytical Walk-through of #COVID19 for #Kaggle using #Python3 Kernel,1.654 visualizações,Publicado em 20 de mar. de 2020,Licença de atribuição Creative Commons (reutilização permitida),"Mint Hill



    @Laura_E_Edell Part 2 #Analytical Walk-through of #COVID19 for #Kaggle using #Python3 Kernel","Data Science Diva













Carregando...
    







        Cancelar inscrição de Data Science Diva?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,08 mil 











Carregando...
    









Carregando...
    













        Processando...","1.654 visualizações







199

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



200


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/qJlYzKn7my0/maxresdefault.jpg,1280.0,720.0,@Laura_E_Edell Part 2 Walk Through of #COVID19 dataset analysis for #Kaggle using #Python3 Kernel (Part 1 : https://www.youtube.com/watch?v=sxoA7zviiqQ&featu...,960.0,720.0,#LauraEdell,/channel/UCXy8pcmc6v2ShEYJshZWEDA
210,CLASSIFICATION | Machine Learning | Intellify,8 visualizações,Publicado em 25 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    CLASSIFICATION | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","8 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/qZWuKGuia1g/hqdefault.jpg,480.0,360.0,This video covers up the important topics such as what is meant by classification?objectives of it?why classification is been required?types of classificatio...,640.0,360.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
211,MODÈLE DE MACHINE LEARNING - Covid19 (29/30),1.981 visualizações,Publicado em 24 de mai. de 2020,Educação,MODÈLE DE MACHINE LEARNING - Covid19 (29/30),"Machine Learnia













Carregando...
    







        Cancelar inscrição de Machine Learnia?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição16,2 mil 











Carregando...
    









Carregando...
    













        Processando...","1.981 visualizações







153

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



154


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/r58meM7ieaQ/maxresdefault.jpg,1280.0,720.0,Ce tutoriel vous montre une démarche efficace pour développer de bons modeles de machine learning : 1) Entrainer et évaluer une liste de modeles avec les reg...,1280.0,720.0,Precision Recall Curve,/channel/UCmpptkXu8iIFe6kfDK5o7VQ
