,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
725,Introduction to Forecasting in Machine Learning and Deep Learning,0,32.910 visualizações,Publicado em 4 de mai. de 2018,Ciência e tecnologia,Introduction to Forecasting in Machine Learning and Deep Learning,"InfoQ













Carregando...
    







        Cancelar inscrição de InfoQ?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição158 mil 











Carregando...
    









Carregando...
    













        Processando...","32.910 visualizações







611

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



612


13

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14",https://i.ytimg.com/vi/bn8rVBuIcFg/maxresdefault.jpg,1280.0,720.0,Are you enthusiastic about sharing your knowledge with your community? InfoQ.com is looking for part-time news writers with experience in artificial intellig...,1280.0,720.0,QCon.ai,/channel/UCkQX1tChV7Z7l1LFF4L9j_g,0.19
687,Python Basics for Data Science - Loading data with Pandas,0,643 visualizações,Publicado em 4 de abr. de 2019,Educação,Python Basics for Data Science - Loading data with Pandas,"edX














Carregando...
    







        Cancelar inscrição de edX?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição221 mil 











Carregando...
    









Carregando...
    













        Processando...","643 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/_KpqIZflrgU/maxresdefault.jpg,1280.0,720.0,"Dependencies or libraries are pre-written code to help solve problems. In this video, we will introduce pandas–a popular library for data analysis. Take the ...",1280.0,720.0,learn data science for free,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,0.11
634,DSC Webinar Series: Self-Service Machine Learning,1,1 visualização,Publicado em 24 de nov. de 2019,Ciência e tecnologia,DSC Webinar Series: Self-Service Machine Learning,"Data Science Central













Carregando...
    







        Cancelar inscrição de Data Science Central?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição70 











Carregando...
    









Carregando...
    













        Processando...","1 visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/XK949lwyDAc/hqdefault.jpg,480.0,360.0,"In today’s demanding market, Machine Learning capabilities have become a basic requirement you need to support. Self-service BI solutions are no different. U...",640.0,360.0,datasciencecentral,/channel/UCNFhJ21AoZNp-CiPeuvl7mw,0.16
726,I Passed the Final Data Science Assignment! | Learning Intelligence 46,0,11.421 visualizações,Publicado em 11 de nov. de 2018,Ciência e tecnologia,"#datascience #machinelearning #artificialintelligence



    I Passed the Final Data Science Assignment! | Learning Intelligence 46","Daniel Bourke













Carregando...
    







        Cancelar inscrição de Daniel Bourke?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição20,6 mil 











Carregando...
    









Carregando...
    













        Processando...","11.421 visualizações







211

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



212


11

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12",https://i.ytimg.com/vi/btjp5PE96Sw/maxresdefault.jpg,1280.0,720.0,"Woohoo! I passed one of the hardest assignments I've done yet, the final project for the Introduction to Data Science with Python by the University of Michig...",1280.0,720.0,mrdbourke,/channel/UCr8O8l5cCX85Oem1d18EezQ,0.07
1155,Kaggle Santander Customer Transaction Prediction — Василий Рязанов,0,764 visualizações,Publicado em 12 de ago. de 2019,Educação,Kaggle Santander Customer Transaction Prediction — Василий Рязанов,"ML Trainings













Carregando...
    







        Cancelar inscrição de ML Trainings?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição8,52 mil 











Carregando...
    









Carregando...
    













        Processando...","764 visualizações







23

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



24


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/yHqzQEwxm3s/maxresdefault.jpg,1280.0,720.0,Предсказание транзакций или поиск магии среди синтетических данных. Василий Рязанов рассказывает про опыт участия в Kaggle Santander Customer Transaction Pre...,1280.0,720.0,data fest,/channel/UCeq6ZIlvC9SVsfhfKnSvM9w,0.078
1166,The Power of Swift for Machine Learning (TensorFlow Meets),0,6.872 visualizações,Publicado em 24 de mai. de 2019,Ciência e tecnologia,The Power of Swift for Machine Learning (TensorFlow Meets),"TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","6.872 visualizações







264

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



265


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/z5M4otA4S3A/maxresdefault.jpg,1280.0,720.0,"On this episode of TensorFlow Meets, Laurence (@lmoroney) talks with Chris Lattner (@clattner_llvm), the creator of Swift, about how Swift has grown beyond m...",1280.0,720.0,dynamic language,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.15
533,ESIG Data Science Day,0,24 visualizações,Publicado em 14 de fev. de 2019,Pessoas e blogs,ESIG Data Science Day,"ESIG Software













Carregando...
    







        Cancelar inscrição de ESIG Software?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição161 











Carregando...
    









Carregando...
    













        Processando...","24 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/SI_7_IVFSLY/maxresdefault.jpg,1280.0,720.0,A área se ciências de dados tem sido uma das mais promissoras nos últimos anos. Confira a cobertura completa do I Data Science Day promovido pela ESIG.,1280.0,720.0,,/channel/UCJUpBdP0adqggZmc0VYSvwQ,0.103
884,Top 3 Programming Languages For Data Science,0,100.521 visualizações,Publicado em 23 de ago. de 2018,Pessoas e blogs,Top 3 Programming Languages For Data Science,"Joma Tech














Carregando...
    







        Cancelar inscrição de Joma Tech?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição333 mil 











Carregando...
    









Carregando...
    













        Processando...","100.521 visualizações







2.898

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.899


88

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



89",https://i.ytimg.com/vi/k2RqjYCTt6k/hqdefault.jpg,480.0,360.0,► Want to land jobs at Facebook/Google/Microsoft/Amazon? Learn how to do that here: http://techinterviewpro.com/ ► Resume Template and Cover letter I used fo...,1280.0,720.0,top programming languages,/channel/UCV0qA-eDDICsRR9rPcnG7tw,0.084
640,Diablo 2 Cinematic Trailer - E3 1998 4K (Remastered with Machine Learning AI),0,10.485 visualizações,Publicado em 17 de nov. de 2019,Jogos,Diablo 2 Cinematic Trailer - E3 1998 4K (Remastered with Machine Learning AI),"Upscale













Carregando...
    







        Cancelar inscrição de Upscale?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,26 mil 











Carregando...
    









Carregando...
    













        Processando...","10.485 visualizações







95

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



96


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/Xo-60pmsuJE/hqdefault.jpg,480.0,360.0,https://www.patreon.com/Upscale,1280.0,720.0,4k,/channel/UC33rC3GO1UZFAkMcCCwjyWg,0.174
735,Feature Engineering - part 1 : PUBG finish placement prediction (Kaggle project),0,403 visualizações,Publicado em 17 de nov. de 2018,Pessoas e blogs,Feature Engineering - part 1 : PUBG finish placement prediction (Kaggle project),"Neel Kamal













Carregando...
    







        Cancelar inscrição de Neel Kamal?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição344 











Carregando...
    









Carregando...
    













        Processando...","403 visualizações







13

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/cJl0qzSeSKw/hqdefault.jpg,480.0,360.0,"Hello geeks, this is neel welcome back in the 3rd video of the kaggle series . In this video we will talk about feature engineering by the way this is the 1s...",1280.0,720.0,best game,/channel/UCMcfxJelPrHxW7G-8gDn1wQ,0.077
570,#kaggle #DataScience Machine Learning MicroCourse Part 7 on Kaggle,0,393 visualizações,Publicado em 26 de jul. de 2019,Educação,#kaggle #DataScience Machine Learning MicroCourse Part 7 on Kaggle,"danny iskandar













Carregando...
    







        Cancelar inscrição de danny iskandar?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,27 mil 











Carregando...
    









Carregando...
    













        Processando...","393 visualizações







14

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



15


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/U-ahlu_Nxa0/maxresdefault.jpg,1280.0,720.0,Deep Dive into Machine Learning MicroCourse Part 7 on Kaggle Exercise: Machine Learning Competitions Learn how to submit your dataset for Kaggle Competition ...,1280.0,720.0,home price prediction,/channel/UCRgTSWwZJn8AqkOmWuqD0wA,0.121
